#chromosome        arm     band    iscn_start      iscn_stop       bp_start        bp_stop stain   density
1	p	36.3	0	451	1	7100000	gneg	
1	p	36.2	451	682	7100000	16100000	gpos	100
1	p	36.1	682	1259	16100000	27800000	gneg	
1	p	35	1259	1583	27800000	34400000	gpos	100
1	p	34.3	1583	1779	34400000	39600000	gneg	
1	p	34.2	1779	1999	39600000	43900000	gpos	25
1	p	34.1	1999	2184	43900000	46500000	gneg	
1	p	33	2184	2519	46500000	51300000	gpos	75
1	p	32	2519	3050	51300000	60900000	gneg	
1	p	31	3050	4598	60900000	84700000	gpos	100
1	p	22	4598	5430	84700000	94500000	gneg	
1	p	21	5430	6274	94500000	107000000	gpos	100
1	p	13	6274	7094	107000000	117600000	gneg	
1	p	12	7094	7279	117600000	120700000	gpos	50
1	p	11	7279	7394	120700000	124300000	acen	
1	q	11	7394	7554	124300000	128000000	acen	
1	q	12	7554	8672	128000000	142400000	gvar	
1	q	21	8672	9350	142400000	153300000	gneg	
1	q	22	9350	9685	153300000	154800000	gpos	50
1	q	23	9685	10160	154800000	163800000	gneg	
1	q	24	10160	10565	163800000	171200000	gpos	100
1	q	25	10565	11005	171200000	184000000	gneg	
1	q	31	11005	12207	184000000	197500000	gpos	100
1	q	32	12207	13272	197500000	212100000	gneg	
1	q	41	13272	13920	212100000	222100000	gpos	100
1	q	42	13920	14406	222100000	234600000	gneg	
1	q	43	14406	14776	234600000	241700000	gpos	75
1	q	44	14776	15100	241700000	247249719	gneg	
10	p	15	0	456	1	6700000	gneg	
10	p	14	456	841	6700000	12300000	gpos	75
10	p	13	841	1261	12300000	17300000	gneg	
10	p	12	1261	1923	17300000	28300000	gpos	100
10	p	11.2	1923	2477	28300000	38800000	gneg	
10	p	11.1	2477	2620	38800000	40300000	acen	
10	q	11.1	2620	2762	40300000	42100000	acen	
10	q	11.2	2762	3222	42100000	53300000	gneg	
10	q	21	3222	4442	53300000	71300000	gpos	100
10	q	22	4442	5388	71300000	82000000	gneg	
10	q	23	5388	6096	82000000	98000000	gpos	100
10	q	24	6096	6644	98000000	105700000	gneg	
10	q	25	6644	7351	105700000	119100000	gpos	100
10	q	26	7351	8050	119100000	135374737	gneg	
11	p	15	0	1149	1	21600000	gneg	
11	p	14	1149	1957	21600000	31000000	gpos	100
11	p	13	1957	2262	31000000	36400000	gneg	
11	p	12	2262	2639	36400000	43400000	gpos	100
11	p	11.2	2639	3186	43400000	48800000	gneg	
11	p	11.1	3186	3348	48800000	52900000	acen	
11	q	11	3348	3478	52900000	56400000	acen	
11	q	12	3478	3999	56400000	63100000	gpos	100
11	q	13	3999	4842	63100000	76700000	gneg	
11	q	14	4842	5599	76700000	92300000	gpos	100
11	q	21	5599	5703	92300000	96700000	gneg	
11	q	22	5703	6363	96700000	110000000	gpos	100
11	q	23	6363	7311	110000000	120700000	gneg	
11	q	24	7311	7658	120700000	130300000	gpos	100
11	q	25	7658	7980	130300000	134452384	gneg	
12	p	13	0	760	1	14800000	gneg	
12	p	12	760	1492	14800000	26300000	gpos	100
12	p	11.2	1492	1922	26300000	33200000	gneg	
12	p	11.1	1922	2105	33200000	35400000	acen	
12	q	11	2105	2202	35400000	36500000	acen	
12	q	12	2202	2697	36500000	44600000	gpos	100
12	q	13	2697	3430	44600000	56300000	gneg	
12	q	14	3430	3942	56300000	66000000	gpos	100
12	q	15	3942	4286	66000000	69800000	gneg	
12	q	21	4286	5293	69800000	91200000	gpos	100
12	q	22	5293	5716	91200000	94800000	gneg	
12	q	23	5716	6229	94800000	107500000	gpos	100
12	q	24.1	6229	6714	107500000	112800000	gneg	
12	q	24.2	6714	6917	112800000	119100000	gpos	100
12	q	24.3	6917	7500	119100000	132349534	gneg	
13	p	13	0	301	1	3800000	gvar	
13	p	12	301	602	3800000	8300000	stalk	
13	p	11.2	602	1004	8300000	13500000	gvar	
13	p	11.1	1004	1204	13500000	16000000	acen	
13	q	11	1204	1351	16000000	18400000	acen	
13	q	12	1351	2019	18400000	31100000	gneg	
13	q	13	2019	2295	31100000	39500000	gpos	100
13	q	14	2295	3028	39500000	52200000	gneg	
13	q	21	3028	4093	52200000	72100000	gpos	100
13	q	22	4093	4625	72100000	77800000	gneg	
13	q	31	4625	5280	77800000	93800000	gpos	100
13	q	32	5280	5742	93800000	100500000	gneg	
13	q	33	5742	6065	100500000	109100000	gpos	100
13	q	34	6065	6510	109100000	114142980	gneg	
14	p	13	0	305	1	3100000	gvar	
14	p	12	305	611	3100000	6700000	stalk	
14	p	11.2	611	1018	6700000	13600000	gvar	
14	p	11.1	1018	1222	13600000	15600000	acen	
14	q	11.1	1222	1421	15600000	19100000	acen	
14	q	11.2	1421	1808	19100000	23600000	gneg	
14	q	12	1808	2243	23600000	31800000	gpos	100
14	q	13	2243	2633	31800000	36900000	gneg	
14	q	21	2633	3441	36900000	48300000	gpos	100
14	q	22	3441	3894	48300000	55800000	gneg	
14	q	23	3894	4169	55800000	67000000	gpos	100
14	q	24	4169	5084	67000000	78400000	gneg	
14	q	31	5084	5599	78400000	88900000	gpos	100
14	q	32	5599	6300	88900000	106368585	gneg	
15	p	13	0	319	1	3500000	gvar	
15	p	12	319	637	3500000	7900000	stalk	
15	p	11.2	637	1062	7900000	14100000	gvar	
15	p	11.1	1062	1275	14100000	17000000	acen	
15	q	11.1	1275	1498	17000000	18400000	acen	
15	q	11.2	1498	1657	18400000	23300000	gneg	
15	q	12	1657	1862	23300000	25700000	gpos	50
15	q	13	1862	2043	25700000	31400000	gneg	
